id,rougeL_f1,emb_cosine,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall
0,0.028985507246376812,0.7428410649299622,0.3333333333333333,0.028985507246376812,0.028985507246376812,0.07973421926910298,0.07973421926910298
1,0.0,0.7452089786529541,0.375,0.0,0.0,0.07430340557275542,0.07430340557275542
2,0.07894736842105264,0.7681974768638611,0.3333333333333333,0.07894736842105264,0.07894736842105264,0.0949367088607595,0.0949367088607595
3,0.04494382022471911,0.7600411176681519,0.375,0.04494382022471911,0.04494382022471911,0.0877742946708464,0.0877742946708464
4,0.06976744186046512,0.8027862310409546,0.2857142857142857,0.06976744186046512,0.06976744186046512,0.08469055374592833,0.08469055374592833
5,0.0,0.7452087998390198,0.2857142857142857,0.0,0.0,0.08496732026143791,0.08496732026143791
6,0.1016949152542373,0.8059664368629456,0.4,0.1016949152542373,0.1016949152542373,0.0684931506849315,0.0684931506849315
7,0.0,0.7916832566261292,0.2857142857142857,0.0,0.0,0.0946372239747634,0.0946372239747634
8,0.025974025974025976,0.7901713848114014,0.3333333333333333,0.025974025974025976,0.025974025974025976,0.0830670926517572,0.0830670926517572
9,0.0,0.7168616056442261,0.25,0.0,0.0,0.09120521172638435,0.09120521172638435
10,0.0,0.76502925157547,0.3333333333333333,0.0,0.0,0.05940594059405941,0.05940594059405941
11,0.0,0.7472900748252869,0.2857142857142857,0.0,0.0,0.08637873754152824,0.08637873754152824
12,0.05797101449275362,0.7658467888832092,0.5,0.05797101449275362,0.05797101449275362,0.09999999999999999,0.09999999999999999
13,0.0,0.7240121364593506,0.2857142857142857,0.0,0.0,0.0830670926517572,0.0830670926517572
14,0.0,0.7424870133399963,0.3333333333333333,0.0,0.0,0.061855670103092786,0.061855670103092786
15,0.0,0.764541745185852,0.4,0.0,0.0,0.06535947712418301,0.06535947712418301
16,0.07142857142857142,0.7745422720909119,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0790273556231003,0.0790273556231003
17,0.1415929203539823,0.7829725742340088,0.5555555555555556,0.1415929203539823,0.1415929203539823,0.10094637223974763,0.10094637223974763
18,0.03389830508474576,0.7491714954376221,0.4444444444444444,0.03389830508474576,0.03389830508474576,0.0781758957654723,0.0781758957654723
19,0.0,0.7576915621757507,0.4,0.0,0.0,0.0949367088607595,0.0949367088607595
20,0.0,0.79019695520401,0.2222222222222222,0.0,0.0,0.08280254777070065,0.08280254777070065
21,0.0,0.7202358841896057,0.375,0.0,0.0,0.09615384615384615,0.09615384615384615
22,0.0,0.7826911211013794,0.2857142857142857,0.0,0.0,0.09375,0.09375
23,0.0,0.7221492528915405,0.5,0.0,0.0,0.07831325301204818,0.07831325301204818
24,0.025316455696202528,0.7795764803886414,0.375,0.025316455696202528,0.025316455696202528,0.08722741433021806,0.08722741433021806
25,0.0,0.7389986515045166,0.3333333333333333,0.0,0.0,0.07382550335570469,0.07382550335570469
26,0.0,0.7472800612449646,0.25,0.0,0.0,0.08150470219435736,0.08150470219435736
27,0.0,0.7375519275665283,0.375,0.0,0.0,0.09287925696594426,0.09287925696594426
28,0.075,0.7940764427185059,0.3333333333333333,0.075,0.075,0.07920792079207921,0.07920792079207921
29,0.06451612903225806,0.8455862998962402,0.42857142857142855,0.06451612903225806,0.06451612903225806,0.07096774193548387,0.07096774193548387
